# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
1234          	(0.000000e+00 -6.037886e-04 0.000000e+00)	(0.000000e+00 -6.037886e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.020044e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.1        	(0.000000e+00 -6.626718e-04 0.000000e+00)	(0.000000e+00 -6.626718e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.743939e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.2        	(0.000000e+00 -7.186674e-04 0.000000e+00)	(0.000000e+00 -7.186674e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.443488e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.3        	(0.000000e+00 -7.715415e-04 0.000000e+00)	(0.000000e+00 -7.715415e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.120012e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.4        	(0.000000e+00 -8.210676e-04 0.000000e+00)	(0.000000e+00 -8.210676e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.774429e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.5        	(0.000000e+00 -8.670301e-04 0.000000e+00)	(0.000000e+00 -8.670301e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.408541e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.6        	(0.000000e+00 -9.092385e-04 0.000000e+00)	(0.000000e+00 -9.092385e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.024235e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.7        	(0.000000e+00 -9.475148e-04 0.000000e+00)	(0.000000e+00 -9.475148e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.622604e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.8        	(0.000000e+00 -9.816905e-04 0.000000e+00)	(0.000000e+00 -9.816905e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.205334e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1234.9        	(0.000000e+00 -1.011621e-03 0.000000e+00)	(0.000000e+00 -1.011621e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.774627e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235          	(0.000000e+00 -1.037183e-03 0.000000e+00)	(0.000000e+00 -1.037183e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.332022e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.1        	(0.000000e+00 -1.058262e-03 0.000000e+00)	(0.000000e+00 -1.058262e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.879355e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.2        	(0.000000e+00 -1.074770e-03 0.000000e+00)	(0.000000e+00 -1.074770e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.418610e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.3        	(0.000000e+00 -1.086634e-03 0.000000e+00)	(0.000000e+00 -1.086634e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -9.512218e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.4        	(0.000000e+00 -1.093795e-03 0.000000e+00)	(0.000000e+00 -1.093795e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.791419e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.5        	(0.000000e+00 -1.096217e-03 0.000000e+00)	(0.000000e+00 -1.096217e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.550068e-07 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.6        	(0.000000e+00 -1.093886e-03 0.000000e+00)	(0.000000e+00 -1.093886e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.702391e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.7        	(0.000000e+00 -1.086812e-03 0.000000e+00)	(0.000000e+00 -1.086812e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.431507e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.8        	(0.000000e+00 -1.075023e-03 0.000000e+00)	(0.000000e+00 -1.075023e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.412552e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1235.9        	(0.000000e+00 -1.058561e-03 0.000000e+00)	(0.000000e+00 -1.058561e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.876119e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236          	(0.000000e+00 -1.037500e-03 0.000000e+00)	(0.000000e+00 -1.037500e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.332354e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.1        	(0.000000e+00 -1.011914e-03 0.000000e+00)	(0.000000e+00 -1.011914e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.779282e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.2        	(0.000000e+00 -9.819146e-04 0.000000e+00)	(0.000000e+00 -9.819146e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.214009e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.3        	(0.000000e+00 -9.476339e-04 0.000000e+00)	(0.000000e+00 -9.476339e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.634925e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.4        	(0.000000e+00 -9.092161e-04 0.000000e+00)	(0.000000e+00 -9.092161e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.040438e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.5        	(0.000000e+00 -8.668251e-04 0.000000e+00)	(0.000000e+00 -8.668251e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.428690e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.6        	(0.000000e+00 -8.206423e-04 0.000000e+00)	(0.000000e+00 -8.206423e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.797798e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.7        	(0.000000e+00 -7.708691e-04 0.000000e+00)	(0.000000e+00 -7.708691e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.146237e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.8        	(0.000000e+00 -7.177175e-04 0.000000e+00)	(0.000000e+00 -7.177175e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.472224e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1236.9        	(0.000000e+00 -6.614247e-04 0.000000e+00)	(0.000000e+00 -6.614247e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.774180e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237          	(0.000000e+00 -6.022340e-04 0.000000e+00)	(0.000000e+00 -6.022340e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.050770e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.1        	(0.000000e+00 -5.404093e-04 0.000000e+00)	(0.000000e+00 -5.404093e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.300364e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.2        	(0.000000e+00 -4.762267e-04 0.000000e+00)	(0.000000e+00 -4.762267e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.522039e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.3        	(0.000000e+00 -4.099685e-04 0.000000e+00)	(0.000000e+00 -4.099685e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.715073e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.4        	(0.000000e+00 -3.419252e-04 0.000000e+00)	(0.000000e+00 -3.419252e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.878556e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.5        	(0.000000e+00 -2.723974e-04 0.000000e+00)	(0.000000e+00 -2.723974e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.011594e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.6        	(0.000000e+00 -2.016934e-04 0.000000e+00)	(0.000000e+00 -2.016934e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.113526e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.7        	(0.000000e+00 -1.301268e-04 0.000000e+00)	(0.000000e+00 -1.301268e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.184015e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.8        	(0.000000e+00 -5.801305e-05 0.000000e+00)	(0.000000e+00 -5.801305e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.223122e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1237.9        	(0.000000e+00 1.433560e-05 0.000000e+00)	(0.000000e+00 1.433560e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.230696e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238          	(0.000000e+00 8.660088e-05 0.000000e+00)	(0.000000e+00 8.660088e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.206470e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.1        	(0.000000e+00 1.584650e-04 0.000000e+00)	(0.000000e+00 1.584650e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.150610e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.2        	(0.000000e+00 2.296131e-04 0.000000e+00)	(0.000000e+00 2.296131e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.063784e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.3        	(0.000000e+00 2.997407e-04 0.000000e+00)	(0.000000e+00 2.997407e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.946336e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.4        	(0.000000e+00 3.685398e-04 0.000000e+00)	(0.000000e+00 3.685398e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.798808e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.5        	(0.000000e+00 4.357168e-04 0.000000e+00)	(0.000000e+00 4.357168e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.621947e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.6        	(0.000000e+00 5.009787e-04 0.000000e+00)	(0.000000e+00 5.009787e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.416465e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.7        	(0.000000e+00 5.640461e-04 0.000000e+00)	(0.000000e+00 5.640461e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.183639e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.8        	(0.000000e+00 6.246515e-04 0.000000e+00)	(0.000000e+00 6.246515e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.924467e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1238.9        	(0.000000e+00 6.825355e-04 0.000000e+00)	(0.000000e+00 6.825355e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.639929e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239          	(0.000000e+00 7.374501e-04 0.000000e+00)	(0.000000e+00 7.374501e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.331368e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.1        	(0.000000e+00 7.891628e-04 0.000000e+00)	(0.000000e+00 7.891628e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.000142e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.2        	(0.000000e+00 8.374529e-04 0.000000e+00)	(0.000000e+00 8.374529e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.647507e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.3        	(0.000000e+00 8.821130e-04 0.000000e+00)	(0.000000e+00 8.821130e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.275248e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.4        	(0.000000e+00 9.229579e-04 0.000000e+00)	(0.000000e+00 9.229579e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.885018e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.5        	(0.000000e+00 9.598133e-04 0.000000e+00)	(0.000000e+00 9.598133e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.478059e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.6        	(0.000000e+00 9.925191e-04 0.000000e+00)	(0.000000e+00 9.925191e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.056019e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.7        	(0.000000e+00 1.020934e-03 0.000000e+00)	(0.000000e+00 1.020934e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.621111e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.8        	(0.000000e+00 1.044941e-03 0.000000e+00)	(0.000000e+00 1.044941e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.175150e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1239.9        	(0.000000e+00 1.064437e-03 0.000000e+00)	(0.000000e+00 1.064437e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.719755e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240          	(0.000000e+00 1.079336e-03 0.000000e+00)	(0.000000e+00 1.079336e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.256771e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.1        	(0.000000e+00 1.089572e-03 0.000000e+00)	(0.000000e+00 1.089572e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.875092e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.2        	(0.000000e+00 1.095087e-03 0.000000e+00)	(0.000000e+00 1.095087e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.142934e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.3        	(0.000000e+00 1.095858e-03 0.000000e+00)	(0.000000e+00 1.095858e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.603622e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.4        	(0.000000e+00 1.091879e-03 0.000000e+00)	(0.000000e+00 1.091879e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.347571e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.5        	(0.000000e+00 1.083163e-03 0.000000e+00)	(0.000000e+00 1.083163e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.106801e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.6        	(0.000000e+00 1.069743e-03 0.000000e+00)	(0.000000e+00 1.069743e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.574326e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.7        	(0.000000e+00 1.051676e-03 0.000000e+00)	(0.000000e+00 1.051676e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.035693e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.8        	(0.000000e+00 1.029029e-03 0.000000e+00)	(0.000000e+00 1.029029e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.489202e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1240.9        	(0.000000e+00 1.001892e-03 0.000000e+00)	(0.000000e+00 1.001892e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.932323e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241          	(0.000000e+00 9.703830e-04 0.000000e+00)	(0.000000e+00 9.703830e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.362561e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.1        	(0.000000e+00 9.346411e-04 0.000000e+00)	(0.000000e+00 9.346411e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.778313e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.2        	(0.000000e+00 8.948167e-04 0.000000e+00)	(0.000000e+00 8.948167e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.178067e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.3        	(0.000000e+00 8.510798e-04 0.000000e+00)	(0.000000e+00 8.510798e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.559951e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.4        	(0.000000e+00 8.036177e-04 0.000000e+00)	(0.000000e+00 8.036177e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.922079e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.5        	(0.000000e+00 7.526382e-04 0.000000e+00)	(0.000000e+00 7.526382e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.262852e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.6        	(0.000000e+00 6.983607e-04 0.000000e+00)	(0.000000e+00 6.983607e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.580621e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.7        	(0.000000e+00 6.410258e-04 0.000000e+00)	(0.000000e+00 6.410258e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.873876e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.8        	(0.000000e+00 5.808832e-04 0.000000e+00)	(0.000000e+00 5.808832e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.141267e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1241.9        	(0.000000e+00 5.182004e-04 0.000000e+00)	(0.000000e+00 5.182004e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.381324e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242          	(0.000000e+00 4.532567e-04 0.000000e+00)	(0.000000e+00 4.532567e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.593198e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.1        	(0.000000e+00 3.863365e-04 0.000000e+00)	(0.000000e+00 3.863365e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.776124e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.2        	(0.000000e+00 3.177342e-04 0.000000e+00)	(0.000000e+00 3.177342e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.929137e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.3        	(0.000000e+00 2.477537e-04 0.000000e+00)	(0.000000e+00 2.477537e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.051433e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.4        	(0.000000e+00 1.767055e-04 0.000000e+00)	(0.000000e+00 1.767055e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.142496e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.5        	(0.000000e+00 1.049038e-04 0.000000e+00)	(0.000000e+00 1.049038e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.202071e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.6        	(0.000000e+00 3.266412e-05 0.000000e+00)	(0.000000e+00 3.266412e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.230128e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.7        	(0.000000e+00 -3.969876e-05 0.000000e+00)	(0.000000e+00 -3.969876e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.226573e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.8        	(0.000000e+00 -1.118673e-04 0.000000e+00)	(0.000000e+00 -1.118673e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.191299e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1242.9        	(0.000000e+00 -1.835247e-04 0.000000e+00)	(0.000000e+00 -1.835247e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.124548e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243          	(0.000000e+00 -2.543583e-04 0.000000e+00)	(0.000000e+00 -2.543583e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.027058e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.1        	(0.000000e+00 -3.240659e-04 0.000000e+00)	(0.000000e+00 -3.240659e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.899166e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.2        	(0.000000e+00 -3.923416e-04 0.000000e+00)	(0.000000e+00 -3.923416e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.741321e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.3        	(0.000000e+00 -4.588923e-04 0.000000e+00)	(0.000000e+00 -4.588923e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.554314e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.4        	(0.000000e+00 -5.234279e-04 0.000000e+00)	(0.000000e+00 -5.234279e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.339231e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.5        	(0.000000e+00 -5.856769e-04 0.000000e+00)	(0.000000e+00 -5.856769e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.097090e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.6        	(0.000000e+00 -6.453697e-04 0.000000e+00)	(0.000000e+00 -6.453697e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.828721e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.7        	(0.000000e+00 -7.022514e-04 0.000000e+00)	(0.000000e+00 -7.022514e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.535521e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.8        	(0.000000e+00 -7.560801e-04 0.000000e+00)	(0.000000e+00 -7.560801e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.218698e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1243.9        	(0.000000e+00 -8.066253e-04 0.000000e+00)	(0.000000e+00 -8.066253e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.879525e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1244          	(0.000000e+00 -8.536706e-04 0.000000e+00)	(0.000000e+00 -8.536706e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.519603e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
